"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 21:31:06 GMT 2021","Sun Aug 22 21:31:13 GMT 2021","7272","test","test_conduit_app","TestConduitApp","","","test_edit_article",""
"passed","Sun Aug 22 21:31:03 GMT 2021","Sun Aug 22 21:31:05 GMT 2021","2886","test","test_conduit_app","TestConduitApp","","","test_create_new_article",""
"passed","Sun Aug 22 21:30:53 GMT 2021","Sun Aug 22 21:30:59 GMT 2021","5407","test","test_conduit_app","TestConduitApp","","","test_registration",""
"passed","Sun Aug 22 21:30:59 GMT 2021","Sun Aug 22 21:31:01 GMT 2021","1449","test","test_conduit_app","TestConduitApp","","","test_login",""
"passed","Sun Aug 22 21:31:15 GMT 2021","Sun Aug 22 21:31:37 GMT 2021","22000","test","test_conduit_app","TestConduitApp","","","test_create_new_article_from_csv",""
"passed","Sun Aug 22 21:31:39 GMT 2021","Sun Aug 22 21:31:40 GMT 2021","1560","test","test_conduit_app","TestConduitApp","","","test_navigate_in_pages",""
"passed","Sun Aug 22 21:32:55 GMT 2021","Sun Aug 22 21:32:56 GMT 2021","1515","test","test_conduit_app","TestConduitApp","","","test_logout",""
"passed","Sun Aug 22 21:31:58 GMT 2021","Sun Aug 22 21:32:53 GMT 2021","54901","test","test_conduit_app","TestConduitApp","","","test_delete_article",""
"passed","Sun Aug 22 21:31:42 GMT 2021","Sun Aug 22 21:31:48 GMT 2021","5468","test","test_conduit_app","TestConduitApp","","","test_list_user_articles",""
"passed","Sun Aug 22 21:30:52 GMT 2021","Sun Aug 22 21:30:53 GMT 2021","144","test","test_conduit_app","TestConduitApp","","","test_accept_cookies",""
"passed","Sun Aug 22 21:31:49 GMT 2021","Sun Aug 22 21:31:58 GMT 2021","8124","test","test_conduit_app","TestConduitApp","","","test_export_articles",""
